rank,candidate_id,semantic_score,skill_score,behavior_score,experience_score,final_score,explanation
1294,CAND_0052281,0.7352,4.3033,0.3464,0.2,1.4692,Moderate overall profile match
1295,CAND_0072619,0.7404,4.26,0.0148,0.7,1.4691,Moderate overall profile match
1296,CAND_0093357,0.7445,4.0067,0.097,1.0,1.4689,Relevant professional experience
1297,CAND_0076498,0.7532,4.22,0.0374,0.7,1.4688,Strong semantic match with job description
1298,CAND_0058945,0.7226,4.04,0.0976,1.0,1.4685,Relevant professional experience
1299,CAND_0086297,0.746,4.5133,0.0568,0.2,1.4681,Moderate overall profile match
1300,CAND_0091469,0.7341,4.2067,0.0884,0.7,1.468,Moderate overall profile match
1301,CAND_0044686,0.7238,4.16,0.1668,0.7,1.4679,Moderate overall profile match
1302,CAND_0048419,0.7203,4.2867,0.0154,0.7,1.4679,Moderate overall profile match
1303,CAND_0067646,0.7296,4.2333,0.0634,0.7,1.4679,Moderate overall profile match
1304,CAND_0008800,0.7255,4.0667,0.2794,0.7,1.4678,Moderate overall profile match
1305,CAND_0080225,0.7385,4.0367,0.0646,1.0,1.4675,Relevant professional experience
1306,CAND_0034503,0.7257,4.02,0.335,0.7,1.4673,Moderate overall profile match
1307,CAND_0080599,0.7293,4.1133,0.5862,0.2,1.4673,Positive candidate engagement signals
1308,CAND_0012656,0.7548,3.95,0.3642,0.7,1.4672,Strong semantic match with job description
1309,CAND_0076474,0.7593,3.93,0.3798,0.7,1.4672,Strong semantic match with job description
1310,CAND_0057797,0.7263,3.9633,0.4034,0.7,1.4671,Moderate overall profile match
1311,CAND_0042578,0.7001,4.19,0.1724,0.7,1.467,Moderate overall profile match
1312,CAND_0021768,0.7543,4.14,0.1254,0.7,1.4668,Strong semantic match with job description
1313,CAND_0031397,0.7814,3.45,0.7076,1.0,1.4666,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1314,CAND_0045243,0.7554,4.0267,0.2638,0.7,1.4666,Strong semantic match with job description
1315,CAND_0076790,0.733,4.1933,0.0992,0.7,1.4664,Moderate overall profile match
1316,CAND_0062669,0.7433,4.06,0.0198,1.0,1.4663,Relevant professional experience
1317,CAND_0034568,0.7296,3.9,0.247,1.0,1.4662,Relevant professional experience
1318,CAND_0017837,0.749,4.18,0.0794,0.7,1.4655,Moderate overall profile match
1319,CAND_0064219,0.7239,4.2733,0.0122,0.7,1.4653,Moderate overall profile match
1320,CAND_0054647,0.7547,3.9433,0.3616,0.7,1.465,Strong semantic match with job description
1321,CAND_0070863,0.7422,4.1567,0.12,0.7,1.465,Moderate overall profile match
1322,CAND_0076482,0.7625,3.35,0.8616,1.0,1.4648,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1323,CAND_0035980,0.7498,3.83,0.5114,0.7,1.4647,Positive candidate engagement signals
1324,CAND_0073271,0.7569,3.9333,0.3682,0.7,1.4647,Strong semantic match with job description
1325,CAND_0080098,0.7375,4.1267,0.1654,0.7,1.4647,Moderate overall profile match
1326,CAND_0009707,0.7629,3.92,0.3716,0.7,1.4645,Strong semantic match with job description
1327,CAND_0015831,0.7391,4.1967,0.0732,0.7,1.4645,Moderate overall profile match
1328,CAND_0062787,0.7031,4.49,0.1538,0.2,1.4645,Moderate overall profile match
1329,CAND_0090656,0.7221,3.65,0.566,1.0,1.4645,Positive candidate engagement signals; Relevant professional experience
1330,CAND_0053507,0.7454,3.8933,0.4384,0.7,1.4642,Moderate overall profile match
1331,CAND_0080549,0.7362,3.8467,0.2904,1.0,1.4642,Relevant professional experience
1332,CAND_0026298,0.7411,3.9767,0.1168,1.0,1.464,Relevant professional experience
1333,CAND_0003881,0.7207,4.08,0.6282,0.2,1.4639,Positive candidate engagement signals
1334,CAND_0006826,0.7552,4.1167,0.1382,0.7,1.4639,Strong semantic match with job description
1335,CAND_0040186,0.7438,3.9533,0.1386,1.0,1.4636,Relevant professional experience
1336,CAND_0045377,0.7362,3.9633,0.1414,1.0,1.4636,Relevant professional experience
1337,CAND_0025441,0.7219,4.22,0.0728,0.7,1.4633,Moderate overall profile match
1338,CAND_0032844,0.7441,3.9333,0.3868,0.7,1.4633,Moderate overall profile match
1339,CAND_0004643,0.7335,4.0367,0.2774,0.7,1.4631,Moderate overall profile match
1340,CAND_0071939,0.7447,3.89,0.2136,1.0,1.4631,Relevant professional experience
1341,CAND_0077504,0.7606,3.9,0.3936,0.7,1.463,Strong semantic match with job description
1342,CAND_0093770,0.7622,4.1367,0.0938,0.7,1.4628,Strong semantic match with job description
1343,CAND_0094201,0.7348,4.0533,0.2526,0.7,1.4628,Moderate overall profile match
1344,CAND_0078606,0.7333,3.9633,0.3664,0.7,1.4624,Moderate overall profile match
1345,CAND_0081328,0.7289,3.97,0.1412,1.0,1.4623,Relevant professional experience
1346,CAND_0002477,0.7251,3.8533,0.5182,0.7,1.462,Positive candidate engagement signals
1347,CAND_0007874,0.7852,4.0,0.2136,0.7,1.4618,Strong semantic match with job description
1348,CAND_0084030,0.7868,4.07,0.123,0.7,1.4618,Strong semantic match with job description
1349,CAND_0010085,0.7186,4.0,0.1204,1.0,1.4615,Relevant professional experience
1350,CAND_0040913,0.72,3.9367,0.4202,0.7,1.4612,Moderate overall profile match
1351,CAND_0049485,0.7382,4.1133,0.1628,0.7,1.4612,Moderate overall profile match
1352,CAND_0011162,0.7617,3.41,0.7692,1.0,1.461,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1353,CAND_0070525,0.7889,3.3167,0.8312,1.0,1.461,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1354,CAND_0095392,0.7259,4.0267,0.0698,1.0,1.461,Relevant professional experience
1355,CAND_0023074,0.7411,4.2467,-0.0116,0.7,1.4608,Moderate overall profile match
1356,CAND_0040366,0.7479,3.9833,0.3042,0.7,1.4608,Moderate overall profile match
1357,CAND_0082905,0.7498,3.9067,0.3938,0.7,1.4603,Moderate overall profile match
1358,CAND_0006066,0.7144,3.75,0.6584,0.7,1.4599,Positive candidate engagement signals
1359,CAND_0054756,0.7486,3.8967,0.4062,0.7,1.4599,Moderate overall profile match
1360,CAND_0079679,0.7347,4.4833,0.0762,0.2,1.4599,Moderate overall profile match
1361,CAND_0078181,0.735,4.26,0.353,0.2,1.4596,Moderate overall profile match
1362,CAND_0072143,0.6975,4.0,0.3776,0.7,1.4595,Moderate overall profile match
1363,CAND_0099069,0.7639,4.3,0.2446,0.2,1.4595,Strong semantic match with job description
1364,CAND_0020242,0.7329,4.06,0.2304,0.7,1.4592,Moderate overall profile match
1365,CAND_0016168,0.7027,4.26,0.04,0.7,1.4591,Moderate overall profile match
1366,CAND_0089157,0.714,3.75,0.4294,1.0,1.459,Relevant professional experience
1367,CAND_0058807,0.7342,4.3533,0.2342,0.2,1.4589,Moderate overall profile match
1368,CAND_0080038,0.7318,4.0,0.0808,1.0,1.4589,Relevant professional experience
1369,CAND_0051461,0.7341,4.0333,0.0336,1.0,1.4587,Relevant professional experience
1370,CAND_0099670,0.7218,4.3467,0.2664,0.2,1.4587,Moderate overall profile match
1371,CAND_0033501,0.7273,4.4467,0.1294,0.2,1.4585,Moderate overall profile match
1372,CAND_0076458,0.7212,4.01,0.3126,0.7,1.4585,Moderate overall profile match
1373,CAND_0000705,0.7817,3.8833,0.3484,0.7,1.4582,Strong semantic match with job description
1374,CAND_0036173,0.7561,3.87,0.414,0.7,1.4578,Strong semantic match with job description
1375,CAND_0044160,0.7365,4.1533,0.0996,0.7,1.4578,Moderate overall profile match
1376,CAND_0088349,0.7432,4.07,0.1898,0.7,1.4578,Moderate overall profile match
1377,CAND_0026481,0.7446,4.1733,0.0574,0.7,1.4577,Moderate overall profile match
1378,CAND_0082307,0.7525,4.19,0.0212,0.7,1.4577,Strong semantic match with job description
1379,CAND_0011967,0.733,3.4767,0.726,1.0,1.4576,Positive candidate engagement signals; Relevant professional experience
1380,CAND_0012081,0.7416,4.4467,0.0956,0.2,1.4574,Moderate overall profile match
1381,CAND_0018282,0.741,3.4633,0.7228,1.0,1.4568,Positive candidate engagement signals; Relevant professional experience
1382,CAND_0029209,0.7442,3.94,0.1202,1.0,1.4567,Relevant professional experience
1383,CAND_0022547,0.763,3.9033,0.3528,0.7,1.4566,Strong semantic match with job description
1384,CAND_0043342,0.7531,3.71,0.6144,0.7,1.4566,Strong semantic match with job description; Positive candidate engagement signals
1385,CAND_0091756,0.7577,3.9567,0.0716,1.0,1.4566,Strong semantic match with job description; Relevant professional experience
1386,CAND_0095464,0.719,3.9533,0.378,0.7,1.4565,Moderate overall profile match
1387,CAND_0094739,0.7508,4.1867,0.0216,0.7,1.4563,Strong semantic match with job description
1388,CAND_0026331,0.7592,4.0133,-0.0046,1.0,1.4561,Strong semantic match with job description; Relevant professional experience
1389,CAND_0096400,0.7381,4.21,0.0166,0.7,1.4561,Moderate overall profile match
1390,CAND_0064633,0.732,4.1033,0.1608,0.7,1.4558,Moderate overall profile match
1391,CAND_0001819,0.7842,3.54,0.7602,0.7,1.4557,Strong semantic match with job description; Positive candidate engagement signals
1392,CAND_0030939,0.7317,4.0267,0.2556,0.7,1.4555,Moderate overall profile match
1393,CAND_0086593,0.7427,4.1267,0.1086,0.7,1.4555,Moderate overall profile match
1394,CAND_0097107,0.7557,3.97,0.2782,0.7,1.4554,Strong semantic match with job description
1395,CAND_0036023,0.7435,3.8333,0.4728,0.7,1.4553,Moderate overall profile match
1396,CAND_0078360,0.7239,3.7833,0.349,1.0,1.4552,Relevant professional experience
1397,CAND_0014084,0.7466,3.9367,0.3362,0.7,1.455,Moderate overall profile match
1398,CAND_0022525,0.7169,4.01,0.303,0.7,1.4549,Moderate overall profile match
1399,CAND_0038551,0.7186,3.7133,0.4458,1.0,1.4549,Relevant professional experience
1400,CAND_0033726,0.7286,4.34,0.2418,0.2,1.4548,Moderate overall profile match
1401,CAND_0035893,0.7065,3.5,0.736,1.0,1.4548,Positive candidate engagement signals; Relevant professional experience
1402,CAND_0027443,0.741,3.9033,0.3866,0.7,1.4546,Moderate overall profile match
1403,CAND_0039779,0.7183,3.92,0.4114,0.7,1.4546,Moderate overall profile match
1404,CAND_0049887,0.7319,3.85,0.4716,0.7,1.4546,Moderate overall profile match
1405,CAND_0029781,0.6988,4.3333,-0.0668,0.7,1.4545,Moderate overall profile match
1406,CAND_0073146,0.7498,4.1367,0.0752,0.7,1.4541,Moderate overall profile match
1407,CAND_0018127,0.7206,3.7467,0.3946,1.0,1.4538,Relevant professional experience
1408,CAND_0064746,0.7396,4.17,0.0512,0.7,1.4536,Moderate overall profile match
1409,CAND_0080467,0.7621,4.0667,0.1348,0.7,1.4535,Strong semantic match with job description
1410,CAND_0086533,0.7255,4.1667,0.0832,0.7,1.4535,Moderate overall profile match
1411,CAND_0014886,0.7358,4.2,0.0204,0.7,1.4534,Moderate overall profile match
1412,CAND_0064198,0.756,4.1367,0.0586,0.7,1.4533,Strong semantic match with job description
1413,CAND_0014145,0.7378,4.1567,0.0696,0.7,1.4532,Moderate overall profile match
1414,CAND_0004361,0.7542,4.1533,0.0394,0.7,1.4529,Strong semantic match with job description
1415,CAND_0035392,0.7128,3.73,0.426,1.0,1.4528,Relevant professional experience
1416,CAND_0018354,0.7264,3.67,0.4734,1.0,1.4527,Relevant professional experience
1417,CAND_0042127,0.7384,4.1833,0.03,0.7,1.4522,Moderate overall profile match
1418,CAND_0096391,0.7178,3.8567,0.479,0.7,1.4521,Moderate overall profile match
1419,CAND_0041433,0.7267,4.1133,0.1386,0.7,1.4518,Moderate overall profile match
1420,CAND_0047418,0.7279,4.23,-0.01,0.7,1.4517,Moderate overall profile match
1421,CAND_0077221,0.6978,3.8,0.3612,1.0,1.4514,Relevant professional experience
1422,CAND_0019294,0.7458,4.1667,0.4064,0.2,1.4513,Moderate overall profile match
1423,CAND_0076962,0.722,4.2167,0.3914,0.2,1.4512,Moderate overall profile match
1424,CAND_0085159,0.7199,4.4,0.1652,0.2,1.451,Moderate overall profile match
1425,CAND_0051747,0.725,3.96,0.1046,1.0,1.4509,Relevant professional experience
1426,CAND_0057263,0.728,4.0,0.272,0.7,1.4506,Moderate overall profile match
1427,CAND_0019198,0.7393,4.2133,0.3558,0.2,1.4502,Moderate overall profile match
1428,CAND_0091652,0.7014,3.92,0.198,1.0,1.4502,Relevant professional experience
1429,CAND_0076156,0.765,3.5333,0.554,1.0,1.4501,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1430,CAND_0021630,0.7058,4.1133,-0.0532,1.0,1.45,Relevant professional experience
1431,CAND_0067589,0.7246,4.42,0.1258,0.2,1.45,Moderate overall profile match
1432,CAND_0060845,0.7436,3.9967,0.0166,1.0,1.4499,Relevant professional experience
1433,CAND_0008592,0.7649,3.45,0.6566,1.0,1.4498,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1434,CAND_0039152,0.7421,3.9933,0.0226,1.0,1.4497,Relevant professional experience
1435,CAND_0007577,0.718,4.05,0.2236,0.7,1.4494,Moderate overall profile match
1436,CAND_0094564,0.7477,3.42,0.7266,1.0,1.4494,Positive candidate engagement signals; Relevant professional experience
1437,CAND_0026464,0.7349,4.0833,0.1452,0.7,1.4488,Moderate overall profile match
1438,CAND_0013163,0.7499,3.8467,0.4102,0.7,1.4487,Moderate overall profile match
1439,CAND_0095938,0.7141,3.9967,0.0682,1.0,1.4484,Relevant professional experience
1440,CAND_0095685,0.7288,4.21,0.3712,0.2,1.4483,Moderate overall profile match
1441,CAND_0036701,0.744,4.1433,0.4238,0.2,1.4482,Moderate overall profile match
1442,CAND_0007009,0.7519,3.38,0.7616,1.0,1.4481,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1443,CAND_0051438,0.738,4.0767,0.1428,0.7,1.4479,Moderate overall profile match
1444,CAND_0057257,0.732,4.0967,0.1298,0.7,1.4479,Moderate overall profile match
1445,CAND_0009531,0.7441,3.99,0.0134,1.0,1.4478,Relevant professional experience
1446,CAND_0059297,0.7261,3.79,0.2992,1.0,1.4478,Relevant professional experience
1447,CAND_0059713,0.7267,4.3933,0.1438,0.2,1.4478,Moderate overall profile match
1448,CAND_0055715,0.7292,3.5233,0.6262,1.0,1.4477,Positive candidate engagement signals; Relevant professional experience
1449,CAND_0066510,0.731,4.4033,0.1226,0.2,1.4477,Moderate overall profile match
1450,CAND_0081539,0.6954,4.0467,0.0388,1.0,1.4476,Relevant professional experience
1451,CAND_0082159,0.7452,3.76,0.2954,1.0,1.4472,Relevant professional experience
1452,CAND_0028971,0.7517,4.0833,0.103,0.7,1.4471,Strong semantic match with job description
1453,CAND_0046955,0.7526,4.14,0.0302,0.7,1.4471,Strong semantic match with job description
1454,CAND_0022528,0.7204,4.1933,0.4022,0.2,1.4469,Moderate overall profile match
1455,CAND_0008458,0.7466,4.1,0.466,0.2,1.4468,Moderate overall profile match
1456,CAND_0083203,0.7405,4.1667,0.0196,0.7,1.4468,Moderate overall profile match
1457,CAND_0094799,0.7515,3.4633,0.6518,1.0,1.4468,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1458,CAND_0040310,0.7862,3.81,0.3722,0.7,1.4464,Strong semantic match with job description
1459,CAND_0023332,0.7346,4.3367,0.1912,0.2,1.4462,Moderate overall profile match
1460,CAND_0035301,0.7361,4.0067,0.2256,0.7,1.4462,Moderate overall profile match
1461,CAND_0000828,0.7433,3.7667,0.5102,0.7,1.446,Positive candidate engagement signals
1462,CAND_0013708,0.7271,3.97,0.0624,1.0,1.4458,Relevant professional experience
1463,CAND_0089059,0.7466,4.0567,0.14,0.7,1.4458,Moderate overall profile match
1464,CAND_0085643,0.7607,3.63,0.4182,1.0,1.4454,Strong semantic match with job description; Relevant professional experience
1465,CAND_0016213,0.7246,4.14,0.0768,0.7,1.4452,Moderate overall profile match
1466,CAND_0016501,0.7289,3.9867,0.2598,0.7,1.4452,Moderate overall profile match
1467,CAND_0003506,0.7591,3.3767,0.7352,1.0,1.4448,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1468,CAND_0049947,0.7395,4.1233,0.0646,0.7,1.4446,Moderate overall profile match
1469,CAND_0050725,0.7245,3.8933,0.1574,1.0,1.4446,Relevant professional experience
1470,CAND_0054123,0.7777,3.4867,0.7844,0.7,1.4446,Strong semantic match with job description; Positive candidate engagement signals
1471,CAND_0007567,0.7819,3.27,0.8196,1.0,1.4442,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1472,CAND_0087276,0.7015,4.33,0.2556,0.2,1.4442,Moderate overall profile match
1473,CAND_0001632,0.6984,4.1333,0.507,0.2,1.4441,Positive candidate engagement signals
1474,CAND_0062164,0.738,4.1,0.0918,0.7,1.4436,Moderate overall profile match
1475,CAND_0043558,0.7325,4.2367,0.3064,0.2,1.4435,Moderate overall profile match
1476,CAND_0091928,0.7188,4.1533,0.0616,0.7,1.4432,Moderate overall profile match
1477,CAND_0055216,0.7419,4.2467,0.2734,0.2,1.4431,Moderate overall profile match
1478,CAND_0084412,0.7275,4.06,0.1608,0.7,1.4431,Moderate overall profile match
1479,CAND_0079284,0.7494,3.7,0.565,0.7,1.4428,Positive candidate engagement signals
1480,CAND_0099411,0.733,4.0833,0.118,0.7,1.4426,Moderate overall profile match
1481,CAND_0091375,0.7243,4.23,0.3246,0.2,1.4422,Moderate overall profile match
1482,CAND_0000399,0.696,4.2333,0.002,0.7,1.4421,Moderate overall profile match
1483,CAND_0056692,0.7374,3.7867,0.2526,1.0,1.4421,Relevant professional experience
1484,CAND_0020494,0.7832,3.36,0.693,1.0,1.4419,Strong semantic match with job description; Positive candidate engagement signals; Relevant professional experience
1485,CAND_0055799,0.7393,4.1133,0.063,0.7,1.4417,Moderate overall profile match
1486,CAND_0055763,0.7397,3.7767,0.4816,0.7,1.4414,Moderate overall profile match
1487,CAND_0042129,0.7454,4.3367,0.144,0.2,1.4411,Moderate overall profile match
1488,CAND_0011065,0.7346,3.4367,0.6902,1.0,1.441,Positive candidate engagement signals; Relevant professional experience
1489,CAND_0063541,0.7366,3.7967,0.4608,0.7,1.441,Moderate overall profile match
1490,CAND_0072546,0.7259,3.95,0.2906,0.7,1.441,Moderate overall profile match
1491,CAND_0053713,0.7206,3.7667,0.5294,0.7,1.4408,Positive candidate engagement signals
1492,CAND_0035889,0.7379,3.9233,0.0734,1.0,1.4407,Relevant professional experience
1493,CAND_0042226,0.7426,3.72,0.3184,1.0,1.4407,Relevant professional experience
1494,CAND_0093191,0.7451,3.87,0.3502,0.7,1.4406,Moderate overall profile match
